appid,discount_percent,review_volume,type
271590,4.002668445630418,565.0,AAA
271590,45.471769609700644,708.0,AAA
271590,52.00133422281521,437.0,AAA
271590,4.002668445630418,374.0,AAA
271590,40.01667361400583,598.0,AAA
271590,27.28650833754421,521.0,AAA
271590,2.7045300878972185,569.0,AAA
271590,38.358905937291524,741.0,AAA
271590,38.358905937291524,1895.0,AAA
271590,38.358905937291524,1100.0,AAA
271590,69.17945296864576,1224.0,AAA
271590,37.52535496957403,1047.0,AAA
271590,53.33333333333333,942.0,AAA
271590,65.77777777777777,923.0,AAA
271590,37.567567567567565,719.0,AAA
271590,69.17945296864576,1079.0,AAA
271590,38.31775700934579,733.0,AAA
271590,54.70588235294117,807.0,AAA
271590,54.70588235294117,468.0,AAA
271590,69.17945296864576,599.0,AAA
271590,38.31775700934579,548.0,AAA
271590,54.70588235294117,681.0,AAA
271590,69.17945296864576,748.0,AAA
271590,38.31775700934579,558.0,AAA
271590,69.17945296864576,957.0,AAA
271590,38.31775700934579,609.0,AAA
271590,54.70588235294117,422.0,AAA
271590,69.17945296864576,534.0,AAA
271590,37.567567567567565,733.0,AAA
271590,38.31775700934579,757.0,AAA
271590,61.46788990825688,823.0,AAA
271590,54.70588235294117,420.0,AAA
271590,69.17945296864576,548.0,AAA
271590,61.97530864197531,313.0,AAA
271590,38.31775700934579,235.0,AAA
271590,69.17945296864576,649.0,AAA
271590,38.31775700934579,344.0,AAA
271590,69.17945296864576,646.0,AAA
271590,37.567567567567565,493.0,AAA
271590,38.31775700934579,581.0,AAA
271590,37.567567567567565,940.0,AAA
271590,69.17945296864576,823.0,AAA
271590,38.31775700934579,542.0,AAA
271590,69.17945296864576,637.0,AAA
271590,0.0,737.0,AAA
578080,0.0,19.0,AAA
578080,0.0,35.0,AAA
578080,33.344448149383126,18.0,AAA
578080,0.0,8.0,AAA
578080,0.0,29.0,AAA
578080,0.0,27.0,AAA
578080,50.01667222407469,52.0,AAA
578080,0.0,584.0,AAA
578080,50.01667222407469,517.0,AAA
578080,0.0,476.0,AAA
578080,50.01667222407469,1508.0,AAA
578080,0.0,88.0,AAA
578080,50.01667222407469,559.0,AAA
578080,0.0,63.0,AAA
578080,0.0,75.0,AAA
578080,50.01667222407469,64.0,AAA
578080,0.0,77.0,AAA
578080,50.01667222407469,131.0,AAA
578080,50.01667222407469,240.0,AAA
578080,0.0,140.0,AAA
578080,50.01667222407469,758.0,AAA
578080,0.0,40.0,AAA
578080,50.01667222407469,143.0,AAA
578080,0.0,297.0,AAA
578080,50.01667222407469,155.0,AAA
1174180,0.0,464.0,AAA
1174180,0.0,278.0,AAA
1174180,20.003333888981498,735.0,AAA
1174180,0.0,184.0,AAA
1174180,20.003333888981498,515.0,AAA
1174180,0.0,137.0,AAA
1174180,20.003333888981498,217.0,AAA
1174180,0.0,159.0,AAA
1174180,20.003333888981498,318.0,AAA
1174180,0.0,129.0,AAA
1174180,20.003333888981498,206.0,AAA
1174180,0.0,160.0,AAA
1174180,20.003333888981498,177.0,AAA
1174180,0.0,102.0,AAA
1174180,33.00550091681948,251.0,AAA
1174180,0.0,157.0,AAA
1174180,33.00550091681948,236.0,AAA
1174180,0.0,109.0,AAA
1174180,33.00550091681948,1546.0,AAA
1174180,0.0,191.0,AAA
1174180,33.00550091681948,266.0,AAA
1174180,0.0,207.0,AAA
1174180,33.00550091681948,397.0,AAA
1174180,0.0,156.0,AAA
1174180,33.00550091681948,241.0,AAA
1174180,0.0,175.0,AAA
1174180,0.0,152.0,AAA
1174180,33.00550091681948,110.0,AAA
1174180,33.00550091681948,114.0,AAA
1174180,0.0,91.0,AAA
1174180,33.00550091681948,214.0,AAA
1174180,0.0,93.0,AAA
1174180,33.00550091681948,331.0,AAA
1174180,0.0,173.0,AAA
1174180,33.00550091681948,325.0,AAA
1174180,0.0,93.0,AAA
1174180,33.00550091681948,314.0,AAA
1174180,0.0,96.0,AAA
1174180,33.00550091681948,179.0,AAA
1174180,0.0,131.0,AAA
1174180,33.00550091681948,150.0,AAA
1174180,0.0,140.0,AAA
1174180,50.008334722453746,485.0,AAA
1174180,0.0,191.0,AAA
1174180,50.008334722453746,267.0,AAA
1174180,0.0,189.0,AAA
1174180,50.008334722453746,319.0,AAA
1174180,0.0,204.0,AAA
1174180,50.008334722453746,322.0,AAA
1174180,0.0,301.0,AAA
1174180,50.008334722453746,270.0,AAA
1174180,0.0,109.0,AAA
1174180,50.008334722453746,191.0,AAA
1174180,0.0,123.0,AAA
1174180,50.008334722453746,200.0,AAA
1174180,0.0,124.0,AAA
1174180,50.008334722453746,349.0,AAA
1174180,0.0,163.0,AAA
1174180,50.008334722453746,288.0,AAA
1174180,0.0,124.0,AAA
1174180,50.008334722453746,221.0,AAA
1174180,0.0,142.0,AAA
1174180,50.008334722453746,234.0,AAA
1174180,0.0,549.0,AAA
1174180,67.01116852808802,1108.0,AAA
1174180,0.0,512.0,AAA
1174180,67.01116852808802,553.0,AAA
1174180,0.0,509.0,AAA
1174180,0.0,404.0,AAA
1174180,67.01116852808802,700.0,AAA
1174180,67.01116852808802,399.0,AAA
1174180,0.0,353.0,AAA
1174180,67.01116852808802,452.0,AAA
1174180,0.0,240.0,AAA
1174180,67.01116852808802,340.0,AAA
1174180,0.0,302.0,AAA
1174180,67.01116852808802,407.0,AAA
1174180,0.0,323.0,AAA
1174180,67.01116852808802,648.0,AAA
1174180,67.01116852808802,623.0,AAA
1174180,0.0,279.0,AAA
1174180,17.507294706127553,877.0,AAA
1174180,67.01116852808802,554.0,AAA
1174180,0.0,383.0,AAA
1174180,0.0,606.0,AAA
1174180,67.01116852808802,973.0,AAA
1174180,0.0505050505050584,426.0,AAA
1174180,67.01116852808802,938.0,AAA
1174180,0.0,455.0,AAA
1174180,67.01116852808802,870.0,AAA
1174180,17.507294706127553,266.0,AAA
1174180,67.01116852808802,396.0,AAA
1174180,17.507294706127553,308.0,AAA
1174180,67.01116852808802,549.0,AAA
1174180,0.0,394.0,AAA
1174180,67.01116852808802,633.0,AAA
1174180,0.0,538.0,AAA
1174180,67.01116852808802,580.0,AAA
1174180,17.507294706127553,217.0,AAA
1174180,67.01116852808802,311.0,AAA
1174180,43.44098313803944,309.0,AAA
1174180,67.01116852808802,411.0,AAA
1174180,0.0,380.0,AAA
1174180,67.01116852808802,567.0,AAA
1174180,0.0,323.0,AAA
1174180,67.01116852808802,809.0,AAA
1174180,0.0,422.0,AAA
1174180,75.01250208368062,1159.0,AAA
1174180,0.0,337.0,AAA
1174180,75.01250208368062,607.0,AAA
1174180,0.0,288.0,AAA
1174180,0.0,481.0,AAA
413150,0.0,2.0,Indie
413150,0.0,40.0,Indie
413150,20.0133422281521,200.0,Indie
413150,0.0,26.0,Indie
413150,0.0,2054.0,Indie
413150,33.3555703802535,607.0,Indie
413150,0.0,73.0,Indie
413150,33.3555703802535,85.0,Indie
413150,0.0,40.0,Indie
413150,33.3555703802535,319.0,Indie
413150,16.680567139282736,67.0,Indie
413150,33.3555703802535,92.0,Indie
413150,0.0,33.0,Indie
413150,40.0266844563042,226.0,Indie
413150,0.0,212.0,Indie
413150,40.0266844563042,264.0,Indie
413150,10.45816733067728,40.0,Indie
413150,40.0266844563042,435.0,Indie
413150,40.0266844563042,157.0,Indie
413150,25.020850708924105,207.0,Indie
413150,40.0266844563042,107.0,Indie
413150,25.020850708924105,33.0,Indie
413150,40.0266844563042,32.0,Indie
413150,20.01779359430605,33.0,Indie
413150,40.0266844563042,93.0,Indie
413150,25.020850708924105,64.0,Indie
413150,40.0266844563042,76.0,Indie
413150,25.020850708924105,246.0,Indie
413150,40.0266844563042,241.0,Indie
413150,33.35804299481097,284.0,Indie
413150,40.0266844563042,1015.0,Indie
413150,0.0,261.0,Indie
413150,40.0266844563042,1031.0,Indie
413150,10.01001001001001,252.0,Indie
413150,40.0266844563042,404.0,Indie
413150,0.0,132.0,Indie
413150,40.0266844563042,377.0,Indie
413150,25.020850708924105,177.0,Indie
413150,25.020850708924105,159.0,Indie
413150,40.0266844563042,212.0,Indie
413150,14.299332697807435,141.0,Indie
413150,40.0266844563042,554.0,Indie
413150,10.01001001001001,213.0,Indie
413150,40.0266844563042,869.0,Indie
413150,25.020850708924105,320.0,Indie
413150,40.0266844563042,1089.0,Indie
413150,0.0,300.0,Indie
413150,50.03335557038025,276.0,Indie
413150,37.53127606338615,237.0,Indie
413150,50.03335557038025,297.0,Indie
413150,16.685205784204673,305.0,Indie
413150,50.03335557038025,300.0,Indie
413150,16.685205784204673,178.0,Indie
413150,50.03335557038025,638.0,Indie
413150,37.53127606338615,136.0,Indie
413150,50.03335557038025,287.0,Indie
413150,16.685205784204673,176.0,Indie
413150,50.03335557038025,830.0,Indie
413150,28.59866539561487,268.0,Indie
413150,50.03335557038025,376.0,Indie
413150,37.53127606338615,260.0,Indie
413150,50.03335557038025,544.0,Indie
413150,50.03335557038025,209.0,Indie
413150,16.685205784204673,211.0,Indie
413150,50.03335557038025,560.0,Indie
413150,37.53127606338615,317.0,Indie
413150,50.03335557038025,352.0,Indie
413150,37.53127606338615,163.0,Indie
413150,50.03335557038025,672.0,Indie
413150,16.685205784204673,225.0,Indie
413150,50.03335557038025,574.0,Indie
413150,0.0,401.0,Indie
413150,50.03335557038025,503.0,Indie
413150,28.59866539561487,369.0,Indie
413150,50.03335557038025,358.0,Indie
413150,37.53127606338615,250.0,Indie
413150,50.03335557038025,342.0,Indie
413150,50.03335557038025,598.0,Indie
413150,37.53127606338615,406.0,Indie
413150,37.53127606338615,342.0,Indie
413150,25.398406374501985,261.0,Indie
413150,50.03335557038025,582.0,Indie
413150,50.03335557038025,441.0,Indie
413150,37.53127606338615,403.0,Indie
413150,50.03335557038025,3310.0,Indie
413150,24.266936299292215,899.0,Indie
413150,50.03335557038025,952.0,Indie
413150,16.685205784204673,445.0,Indie
413150,50.03335557038025,973.0,Indie
413150,37.53127606338615,380.0,Indie
413150,50.03335557038025,493.0,Indie
413150,0.0,428.0,Indie
413150,50.03335557038025,1045.0,Indie
413150,28.59866539561487,2838.0,Indie
413150,50.03335557038025,3645.0,Indie
413150,16.685205784204673,561.0,Indie
413150,50.03335557038025,778.0,Indie
413150,16.685205784204673,357.0,Indie
413150,50.03335557038025,703.0,Indie
413150,50.03335557038025,314.0,Indie
252490,0.0,54.0,Indie
252490,0.0,58.0,Indie
252490,0.0,23.0,Indie
252490,0.0,43.0,Indie
252490,0.0,51.0,Indie
252490,0.0,33.0,Indie
252490,33.016508254127054,41.0,Indie
252490,0.0,54.0,Indie
252490,50.02501250625312,163.0,Indie
252490,0.0,97.0,Indie
252490,50.02501250625312,148.0,Indie
252490,0.0,61.0,Indie
252490,50.02501250625312,90.0,Indie
252490,0.0,54.0,Indie
252490,50.02501250625312,71.0,Indie
252490,0.0,46.0,Indie
252490,50.02501250625312,200.0,Indie
252490,0.0,45.0,Indie
252490,50.02501250625312,99.0,Indie
252490,0.0,36.0,Indie
252490,50.02501250625312,473.0,Indie
252490,0.0,35.0,Indie
252490,50.02501250625312,269.0,Indie
252490,71.44898542440697,222.0,Indie
252490,0.0,250.0,Indie
252490,75.02143469562732,131.0,Indie
252490,50.028587764436814,27.0,Indie
252490,75.02143469562732,61.0,Indie
252490,50.028587764436814,45.0,Indie
252490,75.02143469562732,629.0,Indie
252490,50.028587764436814,59.0,Indie
252490,75.02143469562732,123.0,Indie
252490,50.028587764436814,52.0,Indie
252490,75.02143469562732,79.0,Indie
252490,0.0,46.0,Indie
252490,75.02143469562732,29.0,Indie
252490,62.71331058020478,121.0,Indie
252490,75.02143469562732,1747.0,Indie
252490,62.71331058020478,844.0,Indie
252490,75.02143469562732,872.0,Indie
252490,62.71331058020478,449.0,Indie
252490,75.02143469562732,700.0,Indie
252490,62.71331058020478,196.0,Indie
252490,75.02143469562732,3074.0,Indie
252490,62.71331058020478,235.0,Indie
252490,75.02143469562732,438.0,Indie
252490,78.1445361340335,240.0,Indie
252490,56.27813906953476,767.0,Indie
252490,78.1445361340335,431.0,Indie
252490,56.27813906953476,274.0,Indie
252490,78.1445361340335,1109.0,Indie
252490,67.37588652482269,206.0,Indie
252490,78.1445361340335,335.0,Indie
252490,67.37588652482269,173.0,Indie
252490,78.1445361340335,682.0,Indie
252490,67.37588652482269,363.0,Indie
252490,67.37588652482269,1650.0,Indie
252490,78.1445361340335,1098.0,Indie
252490,67.37588652482269,517.0,Indie
252490,78.1445361340335,1994.0,Indie
252490,67.37588652482269,413.0,Indie
252490,78.1445361340335,376.0,Indie
252490,56.27813906953476,281.0,Indie
252490,78.1445361340335,575.0,Indie
252490,67.37588652482269,139.0,Indie
252490,78.1445361340335,347.0,Indie
252490,67.37588652482269,248.0,Indie
252490,78.1445361340335,705.0,Indie
252490,67.37588652482269,442.0,Indie
252490,78.1445361340335,405.0,Indie
252490,67.37588652482269,296.0,Indie
252490,78.1445361340335,414.0,Indie
252490,56.27813906953476,271.0,Indie
252490,78.1445361340335,580.0,Indie
252490,56.27813906953476,184.0,Indie
252490,78.1445361340335,456.0,Indie
252490,67.37588652482269,182.0,Indie
252490,78.1445361340335,262.0,Indie
252490,67.37588652482269,158.0,Indie
252490,78.1445361340335,624.0,Indie
252490,67.37588652482269,240.0,Indie
252490,78.1445361340335,465.0,Indie
252490,67.37588652482269,219.0,Indie
252490,78.1445361340335,381.0,Indie
252490,67.37588652482269,253.0,Indie
252490,78.1445361340335,380.0,Indie
252490,67.37588652482269,524.0,Indie
252490,78.1445361340335,412.0,Indie
252490,67.37588652482269,261.0,Indie
252490,56.27813906953476,318.0,Indie
252490,67.37588652482269,547.0,Indie
252490,78.1445361340335,665.0,Indie
252490,67.37588652482269,232.0,Indie
252490,78.1445361340335,391.0,Indie
252490,67.37588652482269,314.0,Indie
252490,78.1445361340335,366.0,Indie
252490,56.27813906953476,292.0,Indie
252490,78.1445361340335,568.0,Indie
252490,67.37588652482269,304.0,Indie
252490,78.1445361340335,373.0,Indie
252490,56.27813906953476,393.0,Indie
252490,78.1445361340335,484.0,Indie
252490,63.56815339724885,223.0,Indie
252490,78.1445361340335,280.0,Indie
252490,63.56815339724885,583.0,Indie
252490,78.1445361340335,488.0,Indie
252490,63.56815339724885,1231.0,Indie
252490,78.1445361340335,1374.0,Indie
252490,56.27813906953476,451.0,Indie
252490,78.1445361340335,1265.0,Indie
252490,56.27813906953476,851.0,Indie
252490,78.1445361340335,720.0,Indie
252490,63.56815339724885,371.0,Indie
252490,78.1445361340335,581.0,Indie
252490,63.56815339724885,568.0,Indie
252490,78.1445361340335,416.0,Indie
252490,78.1445361340335,127.0,Indie
275850,40.006667777962996,82.0,Indie
275850,40.006667777962996,16.0,Indie
275850,0.0,43.0,Indie
275850,40.006667777962996,107.0,Indie
275850,0.0,17.0,Indie
275850,60.01000166694449,418.0,Indie
275850,0.0,5.0,Indie
275850,60.01000166694449,13.0,Indie
275850,0.0,6.0,Indie
275850,60.01000166694449,97.0,Indie
275850,0.0,5.0,Indie
275850,60.01000166694449,16.0,Indie
275850,0.0,10.0,Indie
275850,60.01000166694449,7.0,Indie
275850,20.00666888962988,10.0,Indie
275850,60.01000166694449,15.0,Indie
275850,20.00666888962988,178.0,Indie
275850,60.01000166694449,370.0,Indie
275850,20.00666888962988,5.0,Indie
275850,60.01000166694449,21.0,Indie
275850,20.00666888962988,5.0,Indie
275850,60.01000166694449,366.0,Indie
275850,20.00666888962988,29.0,Indie
275850,60.01000166694449,29.0,Indie
275850,20.00666888962988,10.0,Indie
275850,60.01000166694449,45.0,Indie
275850,20.00666888962988,39.0,Indie
275850,60.01000166694449,27.0,Indie
275850,20.00666888962988,19.0,Indie
275850,60.01000166694449,1.0,Indie
275850,20.00666888962988,3.0,Indie
275850,60.01000166694449,26.0,Indie
275850,20.00666888962988,8.0,Indie
275850,60.01000166694449,24.0,Indie
275850,33.342595165323715,8.0,Indie
275850,60.01000166694449,27.0,Indie
275850,20.00666888962988,31.0,Indie
275850,60.01000166694449,110.0,Indie
275850,20.00666888962988,14.0,Indie
275850,60.01000166694449,20.0,Indie
275850,20.00666888962988,19.0,Indie
275850,60.01000166694449,165.0,Indie
275850,20.00666888962988,23.0,Indie
275850,60.01000166694449,409.0,Indie
275850,20.00666888962988,131.0,Indie
275850,60.01000166694449,92.0,Indie
275850,20.00666888962988,51.0,Indie
275850,60.01000166694449,196.0,Indie
275850,20.00666888962988,98.0,Indie
275850,60.01000166694449,130.0,Indie
275850,20.00666888962988,63.0,Indie
275850,20.00666888962988,64.0,Indie
275850,60.01000166694449,249.0,Indie
275850,60.01000166694449,131.0,Indie
275850,20.00666888962988,56.0,Indie
275850,60.01000166694449,79.0,Indie
275850,20.00666888962988,60.0,Indie
275850,20.00666888962988,97.0,Indie
275850,60.01000166694449,119.0,Indie
275850,20.00666888962988,94.0,Indie
275850,60.01000166694449,110.0,Indie
275850,20.00666888962988,50.0,Indie
275850,60.01000166694449,336.0,Indie
275850,20.00666888962988,47.0,Indie
275850,60.01000166694449,93.0,Indie
275850,20.00666888962988,51.0,Indie
275850,60.01000166694449,125.0,Indie
275850,20.00666888962988,47.0,Indie
275850,60.01000166694449,279.0,Indie
275850,20.00666888962988,43.0,Indie
275850,60.01000166694449,173.0,Indie
275850,20.00666888962988,38.0,Indie
