"DateTime","Final price","Historical Low"
"2017-06-12 16:10:07",59.99,59.99
"2017-10-27 04:00:10",0,
"2017-10-27 04:10:12",59.99,59.99
"2017-11-22 19:46:40",49.79,49.79
"2017-11-28 18:15:57",59.99,49.79
"2017-12-07 18:10:16",47.99,47.99
"2017-12-09 18:10:20",59.99,47.99
"2017-12-21 18:09:20",41.99,41.99
"2018-01-04 19:05:59",59.99,41.99
"2018-02-15 18:08:45",40.19,40.19
"2018-02-19 18:19:10",59.99,40.19
"2018-03-20 21:20:33",35.99,35.99
"2018-03-26 17:54:14",59.99,35.99
"2018-04-13 16:00:28",35.99,35.99
"2018-04-16 17:50:31",59.99,35.99
"2018-05-24 17:10:31",35.99,35.99
"2018-05-28 17:13:42",59.99,35.99
"2018-06-21 17:45:07",29.99,29.99
"2018-07-05 17:21:53",59.99,29.99
"2018-09-13 17:10:48",29.99,29.99
"2018-09-17 17:14:01",59.99,29.99
"2018-11-21 18:56:34",23.99,23.99
"2018-11-27 19:29:04",59.99,23.99
"2018-12-06 18:21:23",29.99,23.99
"2018-12-10 18:22:11",34.99,23.99
"2018-12-10 21:22:56",59.99,23.99
"2018-12-20 18:08:36",19.79,19.79
"2019-01-03 20:11:55",59.99,19.79
"2019-02-04 18:13:38",19.79,19.79
"2019-02-11 18:18:49",23.09,19.79
"2019-02-11 21:06:13",59.99,19.79
"2019-02-28 21:30:22",19.79,19.79
"2019-03-04 21:30:15",59.99,19.79
"2019-03-21 17:03:25",17.99,17.99
"2019-03-25 17:31:50",59.99,17.99
"2019-05-23 20:10:19",17.99,17.99
"2019-05-27 20:10:11",59.99,17.99
"2019-06-25 17:48:15",23.99,17.99
"2019-07-09 18:03:34",59.99,17.99
"2019-08-09 17:22:47",23.99,17.99
"2019-08-13 17:11:21",59.99,17.99
"2019-10-17 14:55:18",23.99,17.99
"2019-10-21 15:00:46",59.99,17.99
"2019-11-10 16:41:02",19.79,17.99
"2019-11-12 17:23:57",59.99,17.99
"2019-11-26 18:08:19",19.79,17.99
"2019-12-03 18:11:38",59.99,17.99
"2019-12-19 18:05:12",14.99,14.99
"2020-01-02 18:13:38",59.99,14.99
"2020-01-16 18:11:35",14.99,14.99
"2020-01-20 18:32:32",59.99,14.99
"2020-01-23 18:11:18",14.99,14.99
"2020-01-27 19:28:02",59.99,14.99
"2020-03-16 17:22:16",14.99,14.99
"2020-03-26 17:13:35",59.99,14.99
"2020-04-30 17:05:18",14.99,14.99
"2020-05-04 17:37:39",59.99,14.99
"2020-06-25 17:07:44",11.99,11.99
"2020-07-09 17:56:39",59.99,11.99
"2020-07-20 17:30:34",11.99,11.99
"2020-07-27 17:05:37",59.99,11.99
"2020-10-13 17:07:09",11.99,11.99
"2020-10-20 17:06:28",59.99,11.99
"2020-11-25 18:07:18",11.99,11.99
"2020-12-01 18:50:47",59.99,11.99
"2020-12-22 18:22:37",11.99,11.99
"2021-01-05 19:08:26",59.99,11.99
"2021-01-25 21:50:10",11.99,11.99
"2021-02-01 18:08:53",59.99,11.99
"2021-02-11 18:07:21",11.99,11.99
"2021-02-15 18:43:33",59.99,11.99
"2021-03-16 17:09:51",11.99,11.99
"2021-03-29 17:23:03",59.99,11.99
"2021-05-27 17:06:44",11.99,11.99
"2021-05-31 17:14:47",59.99,11.99
"2021-06-24 17:35:01",11.99,11.99
"2021-07-08 17:16:48",59.99,11.99
"2021-08-23 17:07:28",11.99,11.99
"2021-08-30 17:26:36",59.99,11.99
"2021-10-11 17:08:00",11.99,11.99
"2021-10-18 17:08:00",59.99,11.99
"2021-11-24 18:02:37",11.99,11.99
"2021-11-24 18:08:36",59.99,11.99
"2021-11-24 18:13:44",11.99,11.99
"2021-11-24 18:30:37",11.99,11.99
"2021-12-01 18:20:34",59.99,11.99
"2021-12-13 18:01:55",13.99,11.99
"2021-12-13 18:20:14",11.99,11.99
"2021-12-20 18:01:51",59.99,11.99
"2021-12-20 21:20:03",11.99,11.99
"2022-01-05 18:22:26",59.99,11.99
"2022-01-27 18:22:31",11.99,11.99
"2022-02-03 18:22:31",59.99,11.99
"2022-03-08 07:01:47",11.99,11.99
"2022-03-21 17:22:00",59.99,11.99
"2022-06-16 17:01:52",8.99,8.99
"2022-06-20 17:21:58",59.99,8.99
"2022-06-23 17:25:54",11.99,8.99
"2022-06-23 17:34:36",11.99,8.99
"2022-07-07 17:22:39",59.99,8.99
"2022-08-11 17:01:53",11.99,8.99
"2022-08-14 17:01:45",59.99,8.99
"2022-09-29 17:01:49",8.99,8.99
"2022-10-13 17:01:53",59.99,8.99
"2022-10-13 17:20:12",69.99,8.99
"2022-10-14 06:01:32",59.99,8.99
"2022-10-14 17:01:54",69.99,8.99
"2022-10-14 18:05:12",59.99,8.99
"2022-11-22 18:09:50",11.99,8.99
"2022-11-29 18:22:37",59.99,8.99
"2022-12-01 17:05:02",13.99,8.99
"2022-12-07 17:05:02",59.99,8.99
"2022-12-15 18:01:50",11.99,8.99
"2023-01-05 18:28:30",59.99,8.99
"2023-03-02 18:01:49",11.99,8.99
"2023-03-09 18:01:45",59.99,8.99
"2023-03-16 17:33:19",11.99,8.99
"2023-03-23 17:22:35",59.99,8.99
"2023-05-01 04:05:02",8.99,8.99
"2023-05-08 04:05:02",59.99,8.99
"2023-06-08 17:01:49",8.99,8.99
"2023-06-15 17:01:52",59.99,8.99
"2023-06-29 17:15:16",8.99,8.99
"2023-07-13 17:22:40",59.99,8.99
