"DateTime","Positive reviews","Negative reviews"
"2020-07-14 00:00:00",12101,-524
"2020-07-15 00:00:00",179,-9
"2020-07-16 00:00:00",187,-6
"2020-07-17 00:00:00",193,-2
"2020-07-18 00:00:00",157,
"2020-07-19 00:00:00",178,-10
"2020-07-20 00:00:00",211,-4
"2020-07-21 00:00:00",195,-5
"2020-07-22 00:00:00",159,-2
"2020-07-23 00:00:00",150,-4
"2020-07-24 00:00:00",126,-3
"2020-07-25 00:00:00",,
"2020-07-26 00:00:00",360,-9
"2020-07-27 00:00:00",,
"2020-07-28 00:00:00",199,-7
"2020-07-29 00:00:00",172,-4
"2020-07-30 00:00:00",286,-5
"2020-07-31 00:00:00",113,-4
"2020-08-01 00:00:00",164,-5
"2020-08-02 00:00:00",193,-5
"2020-08-03 00:00:00",,
"2020-08-04 00:00:00",152,-2
"2020-08-05 00:00:00",140,-6
"2020-08-06 00:00:00",160,-3
"2020-08-07 00:00:00",261,-11
"2020-08-08 00:00:00",104,-2
"2020-08-09 00:00:00",113,-5
"2020-08-10 00:00:00",175,
"2020-08-11 00:00:00",137,-7
"2020-08-12 00:00:00",112,-2
"2020-08-13 00:00:00",112,-8
"2020-08-14 00:00:00",,
"2020-08-15 00:00:00",226,-7
"2020-08-16 00:00:00",,
"2020-08-17 00:00:00",,
"2020-08-18 00:00:00",304,-19
"2020-08-19 00:00:00",219,-6
"2020-08-20 00:00:00",101,-3
"2020-08-21 00:00:00",90,-5
"2020-08-22 00:00:00",86,-4
"2020-08-23 00:00:00",92,
"2020-08-24 00:00:00",144,-9
"2020-08-25 00:00:00",93,-3
"2020-08-26 00:00:00",86,-4
"2020-08-27 00:00:00",83,-3
"2020-08-28 00:00:00",89,-6
"2020-08-29 00:00:00",101,-2
"2020-08-30 00:00:00",124,-1
"2020-08-31 00:00:00",134,-4
"2020-09-01 00:00:00",94,-2
"2020-09-02 00:00:00",75,-4
"2020-09-03 00:00:00",75,-6
"2020-09-04 00:00:00",77,-2
"2020-09-05 00:00:00",73,-5
"2020-09-06 00:00:00",86,-4
"2020-09-07 00:00:00",118,-6
"2020-09-08 00:00:00",69,-2
"2020-09-09 00:00:00",70,-3
"2020-09-10 00:00:00",56,-2
"2020-09-11 00:00:00",65,-5
"2020-09-12 00:00:00",78,-4
"2020-09-13 00:00:00",83,
"2020-09-14 00:00:00",94,-2
"2020-09-15 00:00:00",66,-1
"2020-09-16 00:00:00",,
"2020-09-17 00:00:00",117,-2
"2020-09-18 00:00:00",55,-3
"2020-09-19 00:00:00",121,-3
"2020-09-20 00:00:00",67,
"2020-09-21 00:00:00",56,-3
"2020-09-22 00:00:00",58,-2
"2020-09-23 00:00:00",55,-2
"2020-09-24 00:00:00",52,-2
"2020-09-25 00:00:00",105,-10
"2020-09-26 00:00:00",166,-6
"2020-09-27 00:00:00",181,-10
"2020-09-28 00:00:00",236,-5
"2020-09-29 00:00:00",122,-4
"2020-09-30 00:00:00",137,
"2020-10-01 00:00:00",116,-4
"2020-10-02 00:00:00",103,-8
"2020-10-03 00:00:00",107,-3
"2020-10-04 00:00:00",122,
"2020-10-05 00:00:00",122,-2
"2020-10-06 00:00:00",97,-3
"2020-10-07 00:00:00",82,-3
"2020-10-08 00:00:00",69,-2
"2020-10-09 00:00:00",67,-12
"2020-10-10 00:00:00",56,-2
"2020-10-11 00:00:00",96,-5
"2020-10-12 00:00:00",82,-5
"2020-10-13 00:00:00",99,-3
"2020-10-14 00:00:00",75,-3
"2020-10-15 00:00:00",61,
"2020-10-16 00:00:00",51,
"2020-10-17 00:00:00",67,-1
"2020-10-18 00:00:00",81,-1
"2020-10-19 00:00:00",71,
"2020-10-20 00:00:00",64,
"2020-10-21 00:00:00",77,
