"DateTime","Followers"
"2021-07-05 00:00:00",58792
"2021-07-06 00:00:00",58810
"2021-07-07 00:00:00",58825
"2021-07-08 00:00:00",58841
"2021-07-09 00:00:00",58859
"2021-07-10 00:00:00",58887
"2021-07-11 00:00:00",58916
"2021-07-12 00:00:00",58925
"2021-07-13 00:00:00",58934
"2021-07-14 00:00:00",58950
"2021-07-15 00:00:00",58955
"2021-07-16 00:00:00",58968
"2021-07-17 00:00:00",58977
"2021-07-18 00:00:00",58989
"2021-07-19 00:00:00",58999
"2021-07-20 00:00:00",59003
"2021-07-21 00:00:00",59011
"2021-07-22 00:00:00",59020
"2021-07-23 00:00:00",59025
"2021-07-24 00:00:00",59027
"2021-07-25 00:00:00",59039
"2021-07-26 00:00:00",59050
"2021-07-27 00:00:00",59057
"2021-07-28 00:00:00",59068
"2021-07-29 00:00:00",59076
"2021-07-30 00:00:00",59083
"2021-07-31 00:00:00",59093
"2021-08-01 00:00:00",59098
"2021-08-02 00:00:00",59115
"2021-08-03 00:00:00",59127
"2021-08-04 00:00:00",59137
"2021-08-05 00:00:00",59145
"2021-08-06 00:00:00",59152
"2021-08-07 00:00:00",59159
"2021-08-08 00:00:00",59168
"2021-08-09 00:00:00",59179
"2021-08-10 00:00:00",59184
"2021-08-11 00:00:00",59184
"2021-08-12 00:00:00",59194
"2021-08-13 00:00:00",59198
"2021-08-14 00:00:00",59206
"2021-08-15 00:00:00",59214
"2021-08-16 00:00:00",59223
"2021-08-17 00:00:00",59233
"2021-08-18 00:00:00",59238
"2021-08-19 00:00:00",59244
"2021-08-20 00:00:00",59246
"2021-08-21 00:00:00",59245
"2021-08-22 00:00:00",59258
"2021-08-23 00:00:00",59271
"2021-08-24 00:00:00",59307
"2021-08-25 00:00:00",59333
"2021-08-26 00:00:00",59361
"2021-08-27 00:00:00",59389
"2021-08-28 00:00:00",59409
"2021-08-29 00:00:00",59436
"2021-08-30 00:00:00",59477
"2021-08-31 00:00:00",59503
"2021-09-01 00:00:00",59527
"2021-09-02 00:00:00",59556
"2021-09-03 00:00:00",59579
"2021-09-04 00:00:00",59595
"2021-09-05 00:00:00",59604
"2021-09-06 00:00:00",59617
"2021-09-07 00:00:00",59629
"2021-09-08 00:00:00",59641
"2021-09-09 00:00:00",59654
"2021-09-10 00:00:00",59663
"2021-09-11 00:00:00",59670
"2021-09-12 00:00:00",59683
"2021-09-13 00:00:00",59697
"2021-09-14 00:00:00",59710
"2021-09-15 00:00:00",59722
"2021-09-16 00:00:00",59741
"2021-09-17 00:00:00",59758
"2021-09-18 00:00:00",59771
"2021-09-19 00:00:00",59777
"2021-09-20 00:00:00",59782
"2021-09-21 00:00:00",59785
"2021-09-22 00:00:00",59789
"2021-09-23 00:00:00",59792
"2021-09-24 00:00:00",59794
"2021-09-25 00:00:00",59798
"2021-09-26 00:00:00",59811
"2021-09-27 00:00:00",59823
"2021-09-28 00:00:00",59830
"2021-09-29 00:00:00",59839
"2021-09-30 00:00:00",59852
"2021-10-01 00:00:00",59859
"2021-10-02 00:00:00",59865
"2021-10-03 00:00:00",59871
"2021-10-04 00:00:00",59878
"2021-10-05 00:00:00",59890
"2021-10-06 00:00:00",59902
"2021-10-07 00:00:00",59903
"2021-10-08 00:00:00",59907
"2021-10-09 00:00:00",59913
"2021-10-10 00:00:00",59918
"2021-10-11 00:00:00",59931
"2021-10-12 00:00:00",59939
"2021-10-13 00:00:00",59949
"2021-10-14 00:00:00",59955
"2021-10-15 00:00:00",59957
