"DateTime","Positive reviews","Negative reviews"
"2019-03-22 00:00:00",9,-1
"2019-03-23 00:00:00",3972,-623
"2019-03-24 00:00:00",2315,-509
"2019-03-25 00:00:00",1998,-346
"2019-03-26 00:00:00",1331,-218
"2019-03-27 00:00:00",1123,-124
"2019-03-28 00:00:00",899,-99
"2019-03-29 00:00:00",815,-59
"2019-03-30 00:00:00",696,-69
"2019-03-31 00:00:00",734,-131
"2019-04-01 00:00:00",729,-117
"2019-04-02 00:00:00",540,-63
"2019-04-03 00:00:00",431,-55
"2019-04-04 00:00:00",414,-44
"2019-04-05 00:00:00",394,-51
"2019-04-06 00:00:00",388,-47
"2019-04-07 00:00:00",446,-56
"2019-04-08 00:00:00",412,-31
"2019-04-09 00:00:00",271,-23
"2019-04-10 00:00:00",324,-10
"2019-04-11 00:00:00",281,-31
"2019-04-12 00:00:00",227,-18
"2019-04-13 00:00:00",234,-30
"2019-04-14 00:00:00",294,-28
"2019-04-15 00:00:00",270,-19
"2019-04-16 00:00:00",205,-16
"2019-04-17 00:00:00",174,-23
"2019-04-18 00:00:00",194,-26
"2019-04-19 00:00:00",141,-9
"2019-04-20 00:00:00",142,-12
"2019-04-21 00:00:00",195,-25
"2019-04-22 00:00:00",170,-21
"2019-04-23 00:00:00",131,-22
"2019-04-24 00:00:00",154,-14
"2019-04-25 00:00:00",130,-9
"2019-04-26 00:00:00",97,-15
"2019-04-27 00:00:00",101,-15
"2019-04-28 00:00:00",123,-10
"2019-04-29 00:00:00",111,-15
"2019-04-30 00:00:00",108,-13
"2019-05-01 00:00:00",89,-10
"2019-05-02 00:00:00",36,-2
"2019-05-03 00:00:00",90,-9
"2019-05-04 00:00:00",106,-10
"2019-05-05 00:00:00",94,-10
"2019-05-06 00:00:00",86,-16
"2019-05-07 00:00:00",74,
"2019-05-08 00:00:00",61,-7
"2019-05-09 00:00:00",68,-4
"2019-05-10 00:00:00",49,-9
"2019-05-11 00:00:00",62,-2
"2019-05-12 00:00:00",81,-4
"2019-05-13 00:00:00",63,-6
"2019-05-14 00:00:00",50,-8
"2019-05-15 00:00:00",55,-6
"2019-05-16 00:00:00",,
"2019-05-17 00:00:00",,
"2019-05-18 00:00:00",,
"2019-05-19 00:00:00",,
"2019-05-20 00:00:00",,
"2019-05-21 00:00:00",,
"2019-05-22 00:00:00",,
"2019-05-23 00:00:00",,
"2019-05-24 00:00:00",,
"2019-05-25 00:00:00",,
"2019-05-26 00:00:00",,
"2019-05-27 00:00:00",,
"2019-05-28 00:00:00",,
"2019-05-29 00:00:00",706,-54
"2019-05-30 00:00:00",31,
"2019-05-31 00:00:00",39,-3
"2019-06-01 00:00:00",28,-1
"2019-06-02 00:00:00",52,-1
"2019-06-03 00:00:00",51,-7
"2019-06-04 00:00:00",37,
"2019-06-05 00:00:00",34,-4
"2019-06-06 00:00:00",36,-4
"2019-06-07 00:00:00",37,
"2019-06-08 00:00:00",42,-4
"2019-06-09 00:00:00",47,-4
"2019-06-10 00:00:00",32,-6
"2019-06-11 00:00:00",28,-6
"2019-06-12 00:00:00",34,-2
"2019-06-13 00:00:00",23,-1
"2019-06-14 00:00:00",22,-1
"2019-06-15 00:00:00",30,-1
"2019-06-16 00:00:00",35,-5
"2019-06-17 00:00:00",32,-1
"2019-06-18 00:00:00",25,-8
"2019-06-19 00:00:00",18,-1
"2019-06-20 00:00:00",31,-1
"2019-06-21 00:00:00",31,-6
"2019-06-22 00:00:00",30,-3
"2019-06-23 00:00:00",25,-4
"2019-06-24 00:00:00",35,-5
"2019-06-25 00:00:00",25,
"2019-06-26 00:00:00",48,-4
"2019-06-27 00:00:00",100,-9
"2019-06-28 00:00:00",149,-6
"2019-06-29 00:00:00",59,-15
"2019-06-30 00:00:00",1625,-17
"2019-07-01 00:00:00",963,-13
"2019-07-02 00:00:00",827,-22
"2019-07-03 00:00:00",501,-9
"2019-07-04 00:00:00",398,-6
"2019-07-05 00:00:00",342,-6
"2019-07-06 00:00:00",374,-5
"2019-07-07 00:00:00",320,-8
"2019-07-08 00:00:00",236,
"2019-07-09 00:00:00",55,-7
"2019-07-10 00:00:00",49,-4
"2019-07-11 00:00:00",21,-5
"2019-07-12 00:00:00",42,-4
"2019-07-13 00:00:00",39,-4
"2019-07-14 00:00:00",21,-5
"2019-07-15 00:00:00",39,-9
"2019-07-16 00:00:00",42,-7
"2019-07-17 00:00:00",27,-3
"2019-07-18 00:00:00",38,-2
"2019-07-19 00:00:00",30,-4
"2019-07-20 00:00:00",22,-4
"2019-07-21 00:00:00",28,
"2019-07-22 00:00:00",15,-4
"2019-07-23 00:00:00",25,-1
"2019-07-24 00:00:00",30,-5
"2019-07-25 00:00:00",18,-3
"2019-07-26 00:00:00",38,-5
"2019-07-27 00:00:00",15,-1
"2019-07-28 00:00:00",22,-4
"2019-07-29 00:00:00",23,
"2019-07-30 00:00:00",28,-1
"2019-07-31 00:00:00",19,-4
"2019-08-01 00:00:00",19,-6
"2019-08-02 00:00:00",19,
"2019-08-03 00:00:00",27,
"2019-08-04 00:00:00",20,
"2019-08-05 00:00:00",23,-6
"2019-08-06 00:00:00",25,-1
"2019-08-07 00:00:00",,-1
"2019-08-08 00:00:00",24,-3
"2019-08-09 00:00:00",26,
"2019-08-10 00:00:00",9,
"2019-08-11 00:00:00",28,-2
"2019-08-12 00:00:00",20,-4
"2019-08-13 00:00:00",23,-5
"2019-08-14 00:00:00",13,
"2019-08-15 00:00:00",15,-1
"2019-08-16 00:00:00",53,
"2019-08-17 00:00:00",79,-9
"2019-08-18 00:00:00",93,-7
"2019-08-19 00:00:00",58,-6
"2019-08-20 00:00:00",59,
"2019-08-21 00:00:00",23,-2
"2019-08-22 00:00:00",22,-6
"2019-08-23 00:00:00",30,-2
"2019-08-24 00:00:00",19,-4
"2019-08-25 00:00:00",24,-1
"2019-08-26 00:00:00",,
"2019-08-27 00:00:00",56,-2
"2019-08-28 00:00:00",21,-1
"2019-08-29 00:00:00",23,-5
"2019-08-30 00:00:00",21,-1
"2019-08-31 00:00:00",23,
"2019-09-01 00:00:00",28,-4
"2019-09-02 00:00:00",11,
"2019-09-03 00:00:00",23,-3
"2019-09-04 00:00:00",22,-2
"2019-09-05 00:00:00",11,
"2019-09-06 00:00:00",21,
"2019-09-07 00:00:00",14,-1
"2019-09-08 00:00:00",34,-6
"2019-09-09 00:00:00",21,-6
"2019-09-10 00:00:00",13,-3
"2019-09-11 00:00:00",22,-3
"2019-09-12 00:00:00",13,
"2019-09-13 00:00:00",19,-1
"2019-09-14 00:00:00",27,-2
"2019-09-15 00:00:00",14,-3
"2019-09-16 00:00:00",18,-2
"2019-09-17 00:00:00",39,-4
"2019-09-18 00:00:00",21,
"2019-09-19 00:00:00",17,
"2019-09-20 00:00:00",15,-2
"2019-09-21 00:00:00",,
"2019-09-22 00:00:00",38,-3
"2019-09-23 00:00:00",25,-2
"2019-09-24 00:00:00",23,-4
"2019-09-25 00:00:00",11,-4
"2019-09-26 00:00:00",9,-1
"2019-09-27 00:00:00",14,-3
"2019-09-28 00:00:00",6,
"2019-09-29 00:00:00",38,-3
"2019-09-30 00:00:00",14,
"2019-10-01 00:00:00",21,
"2019-10-02 00:00:00",20,-2
"2019-10-03 00:00:00",24,-3
"2019-10-04 00:00:00",16,-2
"2019-10-05 00:00:00",,
"2019-10-06 00:00:00",25,-3
"2019-10-07 00:00:00",13,-3
"2019-10-08 00:00:00",21,-1
"2019-10-09 00:00:00",17,
"2019-10-10 00:00:00",12,-5
"2019-10-11 00:00:00",7,-4
"2019-10-12 00:00:00",33,
"2019-10-13 00:00:00",15,-2
"2019-10-14 00:00:00",8,-1
"2019-10-15 00:00:00",12,-2
"2019-10-16 00:00:00",21,-1
"2019-10-17 00:00:00",12,
"2019-10-18 00:00:00",12,-1
"2019-10-19 00:00:00",13,
"2019-10-20 00:00:00",27,-1
"2019-10-21 00:00:00",12,-3
"2019-10-22 00:00:00",3,-1
"2019-10-23 00:00:00",23,-1
"2019-10-24 00:00:00",10,-1
"2019-10-25 00:00:00",10,
"2019-10-26 00:00:00",40,
"2019-10-27 00:00:00",37,-1
"2019-10-28 00:00:00",44,-6
"2019-10-29 00:00:00",29,
"2019-10-30 00:00:00",21,-1
"2019-10-31 00:00:00",114,
"2019-11-01 00:00:00",176,
"2019-11-02 00:00:00",143,-4
"2019-11-03 00:00:00",167,-3
"2019-11-04 00:00:00",114,-2
"2019-11-05 00:00:00",89,-3
"2019-11-06 00:00:00",89,
"2019-11-07 00:00:00",88,
"2019-11-08 00:00:00",80,-3
"2019-11-09 00:00:00",102,-6
"2019-11-10 00:00:00",94,
"2019-11-11 00:00:00",64,
"2019-11-12 00:00:00",68,
"2019-11-13 00:00:00",61,-2
"2019-11-14 00:00:00",75,
"2019-11-15 00:00:00",68,
"2019-11-16 00:00:00",108,-1
"2019-11-17 00:00:00",109,-2
"2019-11-18 00:00:00",90,-3
"2019-11-19 00:00:00",,
"2019-11-20 00:00:00",74,
"2019-11-21 00:00:00",148,
"2019-11-22 00:00:00",96,
"2019-11-23 00:00:00",93,-3
"2019-11-24 00:00:00",95,-2
"2019-11-25 00:00:00",80,-5
"2019-11-26 00:00:00",922,-5
"2019-11-27 00:00:00",3703,-11
"2019-11-28 00:00:00",1581,-15
"2019-11-29 00:00:00",1286,-13
"2019-11-30 00:00:00",1294,-18
"2019-12-01 00:00:00",987,-15
"2019-12-02 00:00:00",836,-16
"2019-12-03 00:00:00",782,-15
"2019-12-04 00:00:00",755,-12
"2019-12-05 00:00:00",346,-7
"2019-12-06 00:00:00",166,-3
"2019-12-07 00:00:00",185,-8
"2019-12-08 00:00:00",175,-2
"2019-12-09 00:00:00",150,-8
"2019-12-10 00:00:00",132,-5
"2019-12-11 00:00:00",90,
"2019-12-12 00:00:00",136,-3
"2019-12-13 00:00:00",466,-2
"2019-12-14 00:00:00",385,-4
"2019-12-15 00:00:00",248,-10
"2019-12-16 00:00:00",233,
"2019-12-17 00:00:00",172,-9
"2019-12-18 00:00:00",162,-5
"2019-12-19 00:00:00",163,-8
"2019-12-20 00:00:00",262,-12
"2019-12-21 00:00:00",291,-14
"2019-12-22 00:00:00",680,-40
"2019-12-23 00:00:00",300,-22
"2019-12-24 00:00:00",274,-6
"2019-12-25 00:00:00",240,-25
"2019-12-26 00:00:00",264,-19
"2019-12-27 00:00:00",316,-20
"2019-12-28 00:00:00",320,-16
"2019-12-29 00:00:00",350,-18
"2019-12-30 00:00:00",301,-27
"2019-12-31 00:00:00",645,-32
"2020-01-01 00:00:00",,
"2020-01-02 00:00:00",1096,-39
"2020-01-03 00:00:00",346,-12
"2020-01-04 00:00:00",354,-17
"2020-01-05 00:00:00",308,-23
"2020-01-06 00:00:00",286,-24
"2020-01-07 00:00:00",223,-6
"2020-01-08 00:00:00",202,-8
"2020-01-09 00:00:00",214,-8
"2020-01-10 00:00:00",196,-9
"2020-01-11 00:00:00",207,-7
"2020-01-12 00:00:00",244,-6
"2020-01-13 00:00:00",213,-6
"2020-01-14 00:00:00",169,-7
"2020-01-15 00:00:00",184,-6
"2020-01-16 00:00:00",,
"2020-01-17 00:00:00",174,-3
"2020-01-18 00:00:00",157,-4
"2020-01-19 00:00:00",184,-4
"2020-01-20 00:00:00",,
"2020-01-21 00:00:00",305,-11
"2020-01-22 00:00:00",141,-5
"2020-01-23 00:00:00",133,
"2020-01-24 00:00:00",168,-6
"2020-01-25 00:00:00",223,-17
"2020-01-26 00:00:00",302,-20
"2020-01-27 00:00:00",309,-21
"2020-01-28 00:00:00",281,-15
"2020-01-29 00:00:00",347,-12
"2020-01-30 00:00:00",245,-12
"2020-01-31 00:00:00",213,-3
"2020-02-01 00:00:00",272,-12
"2020-02-02 00:00:00",302,-10
"2020-02-03 00:00:00",321,-25
"2020-02-04 00:00:00",243,-3
"2020-02-05 00:00:00",210,-9
"2020-02-06 00:00:00",183,-7
"2020-02-07 00:00:00",439,-21
"2020-02-08 00:00:00",196,-3
"2020-02-09 00:00:00",170,-7
"2020-02-10 00:00:00",,
"2020-02-11 00:00:00",414,-11
"2020-02-12 00:00:00",426,-20
"2020-02-13 00:00:00",138,-5
"2020-02-14 00:00:00",168,-5
"2020-02-15 00:00:00",203,-7
"2020-02-16 00:00:00",212,-5
"2020-02-17 00:00:00",379,-8
"2020-02-18 00:00:00",178,-2
"2020-02-19 00:00:00",146,-4
"2020-02-20 00:00:00",159,-9
"2020-02-21 00:00:00",166,-2
"2020-02-22 00:00:00",182,
"2020-02-23 00:00:00",379,
"2020-02-24 00:00:00",180,-4
"2020-02-25 00:00:00",165,-1
"2020-02-26 00:00:00",148,-1
"2020-02-27 00:00:00",171,-4
"2020-02-28 00:00:00",144,-10
"2020-02-29 00:00:00",163,-3
"2020-03-01 00:00:00",190,-5
"2020-03-02 00:00:00",162,-8
"2020-03-03 00:00:00",149,-2
"2020-03-04 00:00:00",310,-14
"2020-03-05 00:00:00",123,
"2020-03-06 00:00:00",118,-5
"2020-03-07 00:00:00",153,-9
"2020-03-08 00:00:00",168,-12
"2020-03-09 00:00:00",154,-6
"2020-03-10 00:00:00",307,-7
"2020-03-11 00:00:00",166,-1
"2020-03-12 00:00:00",150,-6
"2020-03-13 00:00:00",118,-8
"2020-03-14 00:00:00",144,-4
"2020-03-15 00:00:00",129,-4
"2020-03-16 00:00:00",143,-6
"2020-03-17 00:00:00",141,-2
"2020-03-18 00:00:00",159,-7
"2020-03-19 00:00:00",129,-6
"2020-03-20 00:00:00",143,-6
"2020-03-21 00:00:00",295,-16
"2020-03-22 00:00:00",128,-9
"2020-03-23 00:00:00",141,-3
"2020-03-24 00:00:00",135,-6
"2020-03-25 00:00:00",109,-3
"2020-03-26 00:00:00",186,
"2020-03-27 00:00:00",138,-3
"2020-03-28 00:00:00",98,-4
"2020-03-29 00:00:00",103,-2
"2020-03-30 00:00:00",135,-1
"2020-03-31 00:00:00",110,-5
"2020-04-01 00:00:00",106,-9
"2020-04-02 00:00:00",111,-7
"2020-04-03 00:00:00",122,-7
"2020-04-04 00:00:00",139,-4
"2020-04-05 00:00:00",176,
"2020-04-06 00:00:00",,
"2020-04-07 00:00:00",235,-13
"2020-04-08 00:00:00",229,-8
"2020-04-09 00:00:00",111,
"2020-04-10 00:00:00",262,-15
"2020-04-11 00:00:00",287,-27
"2020-04-12 00:00:00",290,-33
"2020-04-13 00:00:00",309,-26
"2020-04-14 00:00:00",255,-18
"2020-04-15 00:00:00",290,-17
"2020-04-16 00:00:00",227,-12
"2020-04-17 00:00:00",220,-15
"2020-04-18 00:00:00",243,-12
"2020-04-19 00:00:00",223,-12
"2020-04-20 00:00:00",217,-11
"2020-04-21 00:00:00",230,-7
"2020-04-22 00:00:00",193,-3
"2020-04-23 00:00:00",208,-8
"2020-04-24 00:00:00",184,-6
"2020-04-25 00:00:00",153,-3
"2020-04-26 00:00:00",146,-15
"2020-04-27 00:00:00",149,-3
"2020-04-28 00:00:00",,
"2020-04-29 00:00:00",,
"2020-04-30 00:00:00",392,-16
"2020-05-01 00:00:00",138,-8
"2020-05-02 00:00:00",146,-2
"2020-05-03 00:00:00",277,-15
"2020-05-04 00:00:00",,
"2020-05-05 00:00:00",148,-7
"2020-05-06 00:00:00",248,-6
"2020-05-07 00:00:00",109,-9
"2020-05-08 00:00:00",134,-5
"2020-05-09 00:00:00",119,-4
"2020-05-10 00:00:00",108,-5
"2020-05-11 00:00:00",116,
"2020-05-12 00:00:00",105,-7
"2020-05-13 00:00:00",123,
"2020-05-14 00:00:00",87,-6
"2020-05-15 00:00:00",104,
"2020-05-16 00:00:00",100,-6
"2020-05-17 00:00:00",93,-4
"2020-05-18 00:00:00",121,-7
"2020-05-19 00:00:00",83,-5
"2020-05-20 00:00:00",89,-4
"2020-05-21 00:00:00",103,-4
"2020-05-22 00:00:00",79,-2
"2020-05-23 00:00:00",95,
"2020-05-24 00:00:00",,
"2020-05-25 00:00:00",278,-9
"2020-05-26 00:00:00",,
"2020-05-27 00:00:00",127,-3
"2020-05-28 00:00:00",93,
"2020-05-29 00:00:00",,
"2020-05-30 00:00:00",151,-5
"2020-05-31 00:00:00",101,-2
"2020-06-01 00:00:00",,
"2020-06-02 00:00:00",182,-6
"2020-06-03 00:00:00",79,-9
"2020-06-04 00:00:00",67,
"2020-06-05 00:00:00",78,-4
"2020-06-06 00:00:00",76,-1
"2020-06-07 00:00:00",84,-8
"2020-06-08 00:00:00",,
"2020-06-09 00:00:00",165,-7
"2020-06-10 00:00:00",82,
"2020-06-11 00:00:00",74,-2
"2020-06-12 00:00:00",69,-4
"2020-06-13 00:00:00",87,
"2020-06-14 00:00:00",93,-3
"2020-06-15 00:00:00",88,-3
"2020-06-16 00:00:00",49,-2
"2020-06-17 00:00:00",73,
"2020-06-18 00:00:00",67,
"2020-06-19 00:00:00",65,-1
"2020-06-20 00:00:00",80,-4
"2020-06-21 00:00:00",85,-2
"2020-06-22 00:00:00",89,-3
"2020-06-23 00:00:00",64,-6
"2020-06-24 00:00:00",103,-4
"2020-06-25 00:00:00",74,-5
"2020-06-26 00:00:00",205,-6
"2020-06-27 00:00:00",186,-10
"2020-06-28 00:00:00",188,-13
"2020-06-29 00:00:00",275,-18
"2020-06-30 00:00:00",210,-4
"2020-07-01 00:00:00",198,-11
"2020-07-02 00:00:00",161,-11
"2020-07-03 00:00:00",174,-6
"2020-07-04 00:00:00",194,-13
"2020-07-05 00:00:00",432,-19
"2020-07-06 00:00:00",198,-12
"2020-07-07 00:00:00",184,-15
"2020-07-08 00:00:00",186,-10
"2020-07-09 00:00:00",134,-11
"2020-07-10 00:00:00",183,-7
"2020-07-11 00:00:00",181,-9
"2020-07-12 00:00:00",183,-12
"2020-07-13 00:00:00",187,-8
"2020-07-14 00:00:00",151,-8
"2020-07-15 00:00:00",130,-6
"2020-07-16 00:00:00",136,-3
"2020-07-17 00:00:00",122,-2
