"DateTime","Positive reviews","Negative reviews"
"2017-11-16 00:00:00",13,
"2017-11-17 00:00:00",15,
"2017-11-18 00:00:00",8,-1
"2017-11-19 00:00:00",6,
"2017-11-20 00:00:00",3,-1
"2017-11-21 00:00:00",4,
"2017-11-22 00:00:00",6,
"2017-11-23 00:00:00",9,
"2017-11-24 00:00:00",7,
"2017-11-25 00:00:00",6,
"2017-11-26 00:00:00",6,
"2017-11-27 00:00:00",9,
"2017-11-28 00:00:00",6,-1
"2017-11-29 00:00:00",3,
"2017-11-30 00:00:00",,
"2017-12-01 00:00:00",,
"2017-12-02 00:00:00",6,
"2017-12-03 00:00:00",6,
"2017-12-04 00:00:00",7,-1
"2017-12-05 00:00:00",4,
"2017-12-06 00:00:00",40,-3
"2017-12-07 00:00:00",60,
"2017-12-08 00:00:00",50,
"2017-12-09 00:00:00",60,-1
"2017-12-10 00:00:00",42,
"2017-12-11 00:00:00",39,-1
"2017-12-12 00:00:00",40,-2
"2017-12-13 00:00:00",33,-2
"2017-12-14 00:00:00",31,-1
"2017-12-15 00:00:00",32,-1
"2017-12-16 00:00:00",46,-1
"2017-12-17 00:00:00",35,-1
"2017-12-18 00:00:00",32,-1
"2017-12-19 00:00:00",30,
"2017-12-20 00:00:00",31,-1
"2017-12-21 00:00:00",26,-1
"2017-12-22 00:00:00",20,-2
"2017-12-23 00:00:00",59,
"2017-12-24 00:00:00",29,-2
"2017-12-25 00:00:00",52,-1
"2017-12-26 00:00:00",30,-2
"2017-12-27 00:00:00",28,-2
"2017-12-28 00:00:00",43,-1
"2017-12-29 00:00:00",56,
"2017-12-30 00:00:00",53,-4
"2017-12-31 00:00:00",44,-3
"2018-01-01 00:00:00",,
"2018-01-02 00:00:00",93,-1
"2018-01-03 00:00:00",52,
"2018-01-04 00:00:00",35,-1
"2018-01-05 00:00:00",44,-2
"2018-01-06 00:00:00",67,
"2018-01-07 00:00:00",63,-2
"2018-01-08 00:00:00",59,-3
"2018-01-09 00:00:00",45,-1
"2018-01-10 00:00:00",51,
"2018-01-11 00:00:00",58,-6
"2018-01-12 00:00:00",72,-1
"2018-01-13 00:00:00",68,-4
"2018-01-14 00:00:00",64,-6
"2018-01-15 00:00:00",107,-5
"2018-01-16 00:00:00",135,-6
"2018-01-17 00:00:00",144,-6
"2018-01-18 00:00:00",154,-7
"2018-01-19 00:00:00",142,-4
"2018-01-20 00:00:00",133,-7
"2018-01-21 00:00:00",166,-5
"2018-01-22 00:00:00",139,-5
"2018-01-23 00:00:00",153,-10
"2018-01-24 00:00:00",149,-9
"2018-01-25 00:00:00",133,-6
"2018-01-26 00:00:00",128,-6
"2018-01-27 00:00:00",117,-4
"2018-01-28 00:00:00",100,-6
"2018-01-29 00:00:00",118,-7
"2018-01-30 00:00:00",91,-3
"2018-01-31 00:00:00",110,
"2018-02-01 00:00:00",86,-3
"2018-02-02 00:00:00",106,-4
"2018-02-03 00:00:00",109,-1
"2018-02-04 00:00:00",91,-2
"2018-02-05 00:00:00",94,-4
"2018-02-06 00:00:00",86,-6
"2018-02-07 00:00:00",86,-4
"2018-02-08 00:00:00",83,-8
"2018-02-09 00:00:00",89,-7
"2018-02-10 00:00:00",95,-4
"2018-02-11 00:00:00",102,-7
"2018-02-12 00:00:00",93,-6
"2018-02-13 00:00:00",112,-4
"2018-02-14 00:00:00",110,-3
"2018-02-15 00:00:00",96,-2
"2018-02-16 00:00:00",85,-1
"2018-02-17 00:00:00",178,-7
"2018-02-18 00:00:00",220,-16
"2018-02-19 00:00:00",222,-6
"2018-02-20 00:00:00",220,-15
"2018-02-21 00:00:00",212,-8
"2018-02-22 00:00:00",178,-11
"2018-02-23 00:00:00",158,-5
"2018-02-24 00:00:00",168,-7
"2018-02-25 00:00:00",180,-9
"2018-02-26 00:00:00",150,-12
"2018-02-27 00:00:00",135,-7
"2018-02-28 00:00:00",112,
"2018-03-01 00:00:00",122,-6
"2018-03-02 00:00:00",90,-2
"2018-03-03 00:00:00",118,-13
"2018-03-04 00:00:00",92,-13
"2018-03-05 00:00:00",85,-11
"2018-03-06 00:00:00",73,-5
"2018-03-07 00:00:00",75,
"2018-03-08 00:00:00",62,-3
"2018-03-09 00:00:00",59,-7
"2018-03-10 00:00:00",63,-7
"2018-03-11 00:00:00",66,-2
"2018-03-12 00:00:00",70,
"2018-03-13 00:00:00",47,-6
"2018-03-14 00:00:00",48,-3
"2018-03-15 00:00:00",41,-1
"2018-03-16 00:00:00",57,-4
"2018-03-17 00:00:00",72,-2
"2018-03-18 00:00:00",90,-13
"2018-03-19 00:00:00",74,-5
"2018-03-20 00:00:00",58,-2
"2018-03-21 00:00:00",,
"2018-03-22 00:00:00",103,-6
"2018-03-23 00:00:00",4,-1
"2018-03-24 00:00:00",53,-6
"2018-03-25 00:00:00",53,-1
"2018-03-26 00:00:00",37,-2
"2018-03-27 00:00:00",47,-2
"2018-03-28 00:00:00",45,-2
"2018-03-29 00:00:00",51,
"2018-03-30 00:00:00",32,-1
"2018-03-31 00:00:00",54,
"2018-04-01 00:00:00",48,-2
