"DateTime","Final price","Historical Low"
"2016-12-08 20:30:09",35.99,35.99
"2017-01-02 18:10:20",39.99,35.99
"2017-03-27 17:24:46",29.99,29.99
"2017-04-03 17:23:52",39.99,29.99
"2017-05-23 17:10:39",26.79,26.79
"2017-05-26 17:10:33",39.99,26.79
"2017-06-22 21:26:46",29.99,26.79
"2017-07-05 17:16:20",39.99,26.79
"2017-07-24 07:10:10",27.99,26.79
"2017-08-07 07:10:09",39.99,26.79
"2017-08-28 17:10:57",29.99,26.79
"2017-09-04 17:11:22",39.99,26.79
"2017-10-16 08:10:09",29.99,26.79
"2017-10-23 08:05:51",39.99,26.79
"2017-10-26 17:12:35",29.99,26.79
"2017-10-26 17:23:44",39.99,26.79
"2017-10-26 18:16:46",29.99,26.79
"2017-11-01 17:24:15",39.99,26.79
"2017-11-02 18:19:26",26.79,26.79
"2017-11-06 18:19:33",39.99,26.79
"2017-11-22 18:03:02",19.99,19.99
"2017-11-22 18:09:11",39.99,19.99
"2017-11-22 18:22:48",19.99,19.99
"2017-11-28 18:16:21",39.99,19.99
"2017-12-21 18:08:01",19.99,19.99
"2018-01-04 18:52:11",39.99,19.99
"2018-01-17 01:40:15",19.99,19.99
"2018-01-19 21:19:51",39.99,19.99
"2018-02-15 18:09:07",19.99,19.99
"2018-02-19 18:19:32",39.99,19.99
"2018-03-26 08:10:28",26.79,19.99
"2018-04-09 08:11:07",39.99,19.99
"2018-04-19 21:20:14",19.99,19.99
"2018-04-23 17:22:05",39.99,19.99
"2018-06-04 08:11:04",19.99,19.99
"2018-06-18 08:11:17",39.99,19.99
"2018-06-21 17:56:06",19.99,19.99
"2018-07-05 17:20:20",39.99,19.99
"2018-08-13 08:11:14",19.99,19.99
"2018-08-27 08:10:49",39.99,19.99
"2018-10-29 17:17:16",19.99,19.99
"2018-11-15 17:20:13",39.99,19.99
"2018-11-21 18:29:50",15.99,15.99
"2018-11-27 20:45:42",39.99,15.99
"2018-12-20 20:47:44",15.99,15.99
"2019-01-03 19:47:19",39.99,15.99
"2019-01-10 13:20:14",15.99,15.99
"2019-01-24 13:20:13",39.99,15.99
"2019-02-04 18:12:18",15.99,15.99
"2019-02-11 21:05:01",39.99,15.99
"2019-02-27 18:10:27",15.99,15.99
"2019-03-03 18:20:54",39.99,15.99
"2019-03-21 17:35:43",15.99,15.99
"2019-04-04 14:10:12",39.99,15.99
"2019-04-23 18:30:15",13.6,13.6
"2019-04-26 19:10:13",39.99,13.6
"2019-06-07 15:10:15",13.59,13.59
"2019-06-20 15:10:17",39.99,13.59
"2019-06-25 17:46:24",13.59,13.59
"2019-07-09 18:02:01",39.99,13.59
"2019-08-08 14:10:11",13.59,13.59
"2019-08-22 14:10:22",39.99,13.59
"2019-10-03 14:10:29",13.59,13.59
"2019-10-17 14:10:29",39.99,13.59
"2019-10-28 17:19:10",9.99,9.99
"2019-11-01 17:19:23",39.99,9.99
"2019-11-10 16:30:51",9.99,9.99
"2019-11-12 16:54:19",39.99,9.99
"2019-11-26 18:08:54",9.99,9.99
"2019-12-03 18:12:13",39.99,9.99
"2019-12-05 18:10:18",9.99,9.99
"2019-12-09 18:15:34",39.99,9.99
"2019-12-10 17:10:18",9.99,9.99
"2019-12-19 17:10:47",39.99,9.99
"2019-12-19 18:08:01",9.99,9.99
"2020-01-02 18:14:14",39.99,9.99
"2020-01-23 18:11:51",9.99,9.99
"2020-01-27 19:38:06",39.99,9.99
"2020-02-13 15:10:12",9.99,9.99
"2020-02-27 15:10:15",39.99,9.99
"2020-04-09 17:11:07",9.99,9.99
"2020-04-27 17:23:25",39.99,9.99
"2020-06-23 17:13:57",5.99,5.99
"2020-07-23 17:04:03",39.99,5.99
"2020-09-03 14:10:26",5.99,5.99
"2020-09-17 14:05:38",39.99,5.99
"2020-10-29 17:03:44",5.99,5.99
"2020-11-02 18:28:01",39.99,5.99
"2020-11-02 19:22:50",5.99,5.99
"2020-11-16 19:11:26",39.99,5.99
"2020-11-25 18:07:53",5.99,5.99
"2020-12-01 18:34:09",39.99,5.99
"2020-12-22 18:14:10",5.99,5.99
"2021-01-05 19:50:22",39.99,5.99
"2021-01-12 18:05:09",5.99,5.99
"2021-01-26 18:06:36",39.99,5.99
"2021-02-23 18:05:14",3.99,3.99
"2021-02-26 18:06:40",39.99,3.99
"2021-03-09 15:05:05",3.99,3.99
"2021-03-23 15:10:09",39.99,3.99
"2021-04-29 17:14:55",3.99,3.99
"2021-05-03 17:07:19",39.99,3.99
"2021-05-04 11:10:17",3.99,3.99
"2021-05-18 11:10:04",39.99,3.99
"2021-06-24 19:08:31",3.99,3.99
"2021-07-22 17:05:20",39.99,3.99
"2021-09-02 17:16:25",3.99,3.99
"2021-09-16 17:22:13",39.99,3.99
"2021-10-28 17:37:42",3.99,3.99
"2021-11-01 17:22:43",39.99,3.99
"2021-11-02 17:05:35",3.99,3.99
"2021-11-16 17:05:05",39.99,3.99
"2021-11-24 18:02:07",3.99,3.99
"2021-12-01 18:20:26",39.99,3.99
"2021-12-06 18:20:09",3.99,3.99
"2021-12-10 18:01:33",39.99,3.99
"2021-12-22 18:02:10",3.99,3.99
"2022-01-05 18:20:43",39.99,3.99
"2022-01-27 18:22:03",3.99,3.99
"2022-02-17 18:20:04",39.99,3.99
"2022-04-21 17:01:39",3.99,3.99
"2022-05-06 06:00:40",39.99,3.99
"2022-06-06 17:45:16",3.99,3.99
"2022-06-09 17:01:37",39.99,3.99
"2022-06-23 17:24:46",3.99,3.99
"2022-06-23 17:34:00",3.99,3.99
"2022-07-07 17:22:06",39.99,3.99
"2022-08-05 17:01:36",3.99,3.99
"2022-08-19 17:01:37",39.99,3.99
"2022-09-16 17:01:34",3.99,3.99
"2022-09-30 17:01:34",39.99,3.99
"2022-10-31 17:21:44",3.99,3.99
"2022-11-14 17:05:04",39.99,3.99
"2022-11-22 18:15:00",3.99,3.99
"2022-11-29 18:27:18",39.99,3.99
"2022-12-22 18:16:08",3.99,3.99
"2023-01-11 16:45:02",39.99,3.99
"2023-02-05 18:01:31",3.99,3.99
"2023-02-10 18:01:36",39.99,3.99
"2023-03-13 17:21:41",3.99,3.99
"2023-03-23 17:22:01",39.99,3.99
"2023-04-15 17:01:36",3.99,3.99
"2023-04-29 17:01:34",39.99,3.99
"2023-06-15 17:01:37",3.99,3.99
"2023-07-13 17:22:06",39.99,3.99
"2023-08-14 17:21:37",3.99,3.99
"2023-08-28 17:21:42",39.99,3.99
"2023-10-19 17:01:39",3.99,3.99
"2023-11-02 17:26:38",39.99,3.99
"2023-11-21 18:28:50",3.99,3.99
"2023-11-28 18:27:15",39.99,3.99
"2023-12-05 18:10:02",3.99,3.99
"2023-12-19 18:01:28",39.99,3.99
"2023-12-21 18:27:06",3.99,3.99
"2024-01-04 18:27:34",39.99,3.99
"2024-01-18 18:01:32",3.99,3.99
"2024-02-01 18:01:35",39.99,3.99
"2024-03-06 16:05:02",3.99,3.99
"2024-03-14 16:05:02",39.99,3.99
"2024-03-14 17:16:01",3.99,3.99
"2024-03-21 17:27:21",39.99,3.99
"2024-04-15 17:21:44",3.99,3.99
"2024-04-29 17:21:44",39.99,3.99
"2024-05-29 17:01:35",3.99,3.99
"2024-06-11 17:01:31",39.99,3.99
"2024-06-27 17:50:34",3.99,3.99
"2024-07-25 17:01:41",39.99,3.99
"2024-08-24 17:01:34",3.99,3.99
"2024-09-07 17:01:33",39.99,3.99
"2024-10-21 17:21:45",3.99,3.99
"2024-11-04 17:05:04",39.99,3.99
"2024-11-27 18:21:38",3.99,3.99
"2024-12-17 18:01:32",39.99,3.99
"2024-12-19 20:31:13",3.99,3.99
"2025-01-02 19:02:03",39.99,3.99
"2025-01-20 17:50:03",3.99,3.99
"2025-02-03 17:50:04",39.99,3.99
"2025-03-05 17:05:05",3.99,3.99
"2025-03-20 18:01:51",39.99,3.99
"2025-04-12 22:24:24",39.99,3.99
"2025-04-12 22:24:24",,3.99
